OPR_DT,OPR_HR,MW
4/2/2019,5,28.42322
4/2/2019,6,40.03123
4/2/2019,7,55.22541
4/2/2019,8,48.51179
4/2/2019,9,30.22061
4/2/2019,10,26.64598
4/2/2019,11,20.89624
4/2/2019,12,15.35411
4/2/2019,13,10.79785
4/2/2019,14,8.7278
4/2/2019,15,8.29036
4/2/2019,16,13.65438
4/2/2019,17,17.19919
4/2/2019,18,25.19406
4/2/2019,19,48.38555
4/2/2019,20,64.3558
4/2/2019,21,57.53254
4/2/2019,22,49.47787
4/2/2019,23,38.39433
4/2/2019,24,32.62545
4/3/2019,1,29.34099
4/3/2019,2,27.64415
4/3/2019,3,25.14567
4/3/2019,4,24.84246
4/3/2019,5,26.10846
4/3/2019,6,38.21075
4/3/2019,7,49.53927
4/3/2019,8,46.3885
4/3/2019,9,31.00408
4/3/2019,10,32.53928
4/3/2019,11,29.54767
4/3/2019,12,27.17955
4/3/2019,13,24.6056
4/3/2019,14,20.90673
4/3/2019,15,18.21544
4/3/2019,16,19.62632
4/3/2019,17,25.04674
4/3/2019,18,36.62867
4/3/2019,19,44.85632
4/3/2019,20,61.92832
4/3/2019,21,54.50466
4/3/2019,22,46.56642
4/3/2019,23,39.1016
4/3/2019,24,36.28157
4/4/2019,1,29.04638
4/4/2019,2,29.42183
4/4/2019,3,27.10541
4/4/2019,4,27.14155
4/4/2019,5,30.89798
4/4/2019,6,41.61837
4/4/2019,7,54.20302
4/4/2019,8,51.66399
4/4/2019,9,39.88518
4/4/2019,10,38.61728
4/4/2019,11,34.76566
4/4/2019,12,31.34313
4/4/2019,13,26.63589
4/4/2019,14,27.14942
4/4/2019,15,26.89313
4/4/2019,16,30.89214
4/4/2019,17,32.92028
4/4/2019,18,36.84853
4/4/2019,19,48.58194
4/4/2019,20,59.99375
4/4/2019,21,56.29291
4/4/2019,22,44.19989
4/4/2019,23,33.7955
4/4/2019,24,28.88202
4/5/2019,1,26.1003
4/5/2019,2,23.49517
4/5/2019,3,22.61596
4/5/2019,4,22.73251
4/5/2019,5,25.05072
4/5/2019,6,36.08366
4/5/2019,7,48.60432
4/5/2019,8,47.28551
4/5/2019,9,33.43662
4/5/2019,10,26.65874
4/5/2019,11,23.39868
4/5/2019,12,21.72218
4/5/2019,13,16.99772
4/5/2019,14,17.52435
4/5/2019,15,21.75428
4/5/2019,16,24.99436
4/5/2019,17,24.53252
4/5/2019,18,31.96254
4/5/2019,19,42.86553
4/5/2019,20,59.72317
4/5/2019,21,51.46589
4/5/2019,22,42.71495
4/5/2019,23,37.59172
4/5/2019,24,31.70407
4/6/2019,1,32.79912
4/6/2019,2,29.85094
4/6/2019,3,23.35688
4/6/2019,4,22.60036
4/6/2019,5,25.24885
4/6/2019,6,32.28858
4/6/2019,7,39.26408
4/6/2019,8,28.8101
4/6/2019,9,15.69167
4/6/2019,10,2.94961
4/6/2019,11,1.19055
4/6/2019,12,-0.41331
4/6/2019,13,-1.02848
4/6/2019,14,-2.7603
4/6/2019,15,-4.48257
4/6/2019,16,-1.78032
4/6/2019,17,-0.01044
4/6/2019,18,12.06996
4/6/2019,19,31.37193
4/6/2019,20,52.4599
4/6/2019,21,53.2972
4/6/2019,22,43.27423
4/6/2019,23,33.75218
4/6/2019,24,29.71054
4/7/2019,1,29.50376
4/7/2019,2,24.52804
4/7/2019,3,23.31306
4/7/2019,4,22.7134
4/7/2019,5,23.5395
4/7/2019,6,27.49372
4/7/2019,7,27.98759
4/7/2019,8,20.42064
4/7/2019,9,6.8387
4/7/2019,10,0.00069
4/7/2019,11,0.19537
4/7/2019,12,0.19692
4/7/2019,13,0.09219
4/7/2019,14,-0.00335
4/7/2019,15,-0.00049
4/7/2019,16,-0.00811
4/7/2019,17,1.03815
4/7/2019,18,21.98017
4/7/2019,19,42.91043
4/7/2019,20,62.19789
4/7/2019,21,54.80658
4/7/2019,22,49.45863
4/7/2019,23,42.39754
4/7/2019,24,33.10074
4/8/2019,1,27.47386
4/8/2019,2,25.12442
4/8/2019,3,23.76355
4/8/2019,4,23.82274
4/8/2019,5,29.1718
4/8/2019,6,40.51045
4/8/2019,7,49.05256
4/8/2019,8,47.50256
4/8/2019,9,29.5203
4/8/2019,10,21.37535
4/8/2019,11,23.71485
4/8/2019,12,20.96945
4/8/2019,13,20.46085
4/8/2019,14,19.29126
4/8/2019,15,18.90627
4/8/2019,16,21.1351
4/8/2019,17,25.35173
4/8/2019,18,36.75923
4/8/2019,19,58.05904
4/8/2019,20,80.07161
4/8/2019,21,64.27635
4/8/2019,22,51.94447
4/8/2019,23,37.29024
4/8/2019,24,31.37202
4/9/2019,1,23.7908
4/9/2019,2,20.63354
4/9/2019,3,19.48843
4/9/2019,4,20.79797
4/9/2019,5,20.93693
4/9/2019,6,29.3862
4/9/2019,7,42.72997
4/9/2019,8,35.51834
4/9/2019,9,23.74902
4/9/2019,10,11.92124
4/9/2019,11,2.37089
4/9/2019,12,-0.00391
4/9/2019,13,-0.01018
4/9/2019,14,-0.01113
4/9/2019,15,-0.01108
4/9/2019,16,-0.01075
4/9/2019,17,0.00879
4/9/2019,18,9.00874
4/9/2019,19,36.1464
4/9/2019,20,63.17359
4/9/2019,21,58.96023
4/9/2019,22,44.80769
4/9/2019,23,30.78937
4/9/2019,24,23.53987
4/10/2019,1,19.52349
4/10/2019,2,16.57715
4/10/2019,3,17.39832
4/10/2019,4,17.68802
4/10/2019,5,18.59269
4/10/2019,6,33.53358
4/10/2019,7,43.33288
4/10/2019,8,31.55346
4/10/2019,9,12.39167
4/10/2019,10,-2.1888
4/10/2019,11,0.17243
4/10/2019,12,0.41315
4/10/2019,13,-0.54743
4/10/2019,14,-0.2608
4/10/2019,15,0.00046
4/10/2019,16,0.1259
4/10/2019,17,0.73091
4/10/2019,18,13.12713
4/10/2019,19,34.1936
4/10/2019,20,62.69831
4/10/2019,21,61.75821
4/10/2019,22,50.51017
4/10/2019,23,31.76508
4/10/2019,24,26.65394
4/11/2019,1,20.60176
4/11/2019,2,20.00584
4/11/2019,3,18.51333
4/11/2019,4,20.02803
4/11/2019,5,24.73876
4/11/2019,6,37.15696
4/11/2019,7,50.91829
4/11/2019,8,38.73185
4/11/2019,9,21.76812
4/11/2019,10,15.01604
4/11/2019,11,11.82736
4/11/2019,12,9.42862
4/11/2019,13,7.6994
4/11/2019,14,6.7267
4/11/2019,15,8.31682
4/11/2019,16,13.85038
4/11/2019,17,16.11088
4/11/2019,18,23.54438
4/11/2019,19,36.94435
4/11/2019,20,53.127
4/11/2019,21,55.29065
4/11/2019,22,42.49305
4/11/2019,23,29.68019
4/11/2019,24,26.13815
4/12/2019,1,27.66418
4/12/2019,2,22.82109
4/12/2019,3,20.66453
4/12/2019,4,21.19777
4/12/2019,5,26.31762
4/12/2019,6,36.1145
4/12/2019,7,46.19093
4/12/2019,8,37.91563
4/12/2019,9,21.60522
4/12/2019,10,16.23112
4/12/2019,11,7.26523
4/12/2019,12,2.18838
4/12/2019,13,1.53387
4/12/2019,14,1.53566
4/12/2019,15,2.11989
4/12/2019,16,4.60251
4/12/2019,17,11.35052
4/12/2019,18,20.80573
4/12/2019,19,36.41634
4/12/2019,20,54.66741
4/12/2019,21,55.1808
4/12/2019,22,45.09409
4/12/2019,23,35.29468
4/12/2019,24,33.56448
4/13/2019,1,23.47418
4/13/2019,2,25.14946
4/13/2019,3,27.42404
4/13/2019,4,27.92061
4/13/2019,5,33.82509
4/13/2019,6,33.90699
4/13/2019,7,37.10758
4/13/2019,8,31.3431
4/13/2019,9,15.53739
4/13/2019,10,1.88561
4/13/2019,11,-0.01035
4/13/2019,12,-0.01063
4/13/2019,13,-0.01068
4/13/2019,14,-0.01061
4/13/2019,15,-0.01067
4/13/2019,16,0.53482
4/13/2019,17,8.18341
4/13/2019,18,23.12518
4/13/2019,19,37.28131
4/13/2019,20,53.39678
4/13/2019,21,53.35981
4/13/2019,22,44.22176
4/13/2019,23,34.53544
4/13/2019,24,31.62751
4/14/2019,1,24.68552
4/14/2019,2,23.64225
4/14/2019,3,22.79508
4/14/2019,4,21.67021
4/14/2019,5,23.72494
4/14/2019,6,26.28387
4/14/2019,7,27.47614
4/14/2019,8,21.46112
4/14/2019,9,1.04729
4/14/2019,10,-0.01248
4/14/2019,11,-4.5849
4/14/2019,12,-5.78282
4/14/2019,13,-6.70178
4/14/2019,14,-7.94151
4/14/2019,15,-7.32479
4/14/2019,16,-1.23194
4/14/2019,17,-0.01025
4/14/2019,18,13.71033
4/14/2019,19,33.3017
4/14/2019,20,54.5116
4/14/2019,21,54.74377
4/14/2019,22,43.24648
4/14/2019,23,30.4799
4/14/2019,24,24.90424
4/15/2019,1,20.46408
4/15/2019,2,18.82416
4/15/2019,3,18.71337
4/15/2019,4,18.49356
4/15/2019,5,20.59612
4/15/2019,6,25.5296
4/15/2019,7,40.9227
4/15/2019,8,39.00447
4/15/2019,9,24.94045
4/15/2019,10,13.18567
4/15/2019,11,8.00893
4/15/2019,12,4.38964
4/15/2019,13,4.16197
4/15/2019,14,2.50619
4/15/2019,15,2.24902
4/15/2019,16,9.239
4/15/2019,17,14.69056
4/15/2019,18,26.92121
4/15/2019,19,40.01026
4/15/2019,20,61.58949
4/15/2019,21,57.87389
4/15/2019,22,43.18339
4/15/2019,23,32.35846
4/15/2019,24,27.28765
4/16/2019,1,21.9345
4/16/2019,2,20.09016
4/16/2019,3,18.92494
4/16/2019,4,18.91457
4/16/2019,5,21.07304
4/16/2019,6,32.92147
4/16/2019,7,43.98167
4/16/2019,8,41.67872
4/16/2019,9,27.53109
4/16/2019,10,21.8437
4/16/2019,11,17.47389
4/16/2019,12,12.94183
4/16/2019,13,7.07941
4/16/2019,14,4.97976
4/16/2019,15,1.54716
4/16/2019,16,2.22322
4/16/2019,17,5.75579
4/16/2019,18,14.2205
4/16/2019,19,32.63965
4/16/2019,20,53.90816
4/16/2019,21,58.73952
4/16/2019,22,44.50708
4/16/2019,23,29.6441
4/16/2019,24,23.92843
4/17/2019,1,16.24588
4/17/2019,2,15.39558
4/17/2019,3,14.12242
4/17/2019,4,15.60364
4/17/2019,5,19.26943
4/17/2019,6,30.37948
4/17/2019,7,46.79732
4/17/2019,8,31.46483
4/17/2019,9,18.30007
4/17/2019,10,13.07426
4/17/2019,11,9.81128
4/17/2019,12,7.72734
4/17/2019,13,6.97499
4/17/2019,14,8.36899
4/17/2019,15,9.23716
4/17/2019,16,11.34801
4/17/2019,17,14.75973
4/17/2019,18,22.59269
4/17/2019,19,41.00104
4/17/2019,20,65.18055
4/17/2019,21,61.41903
4/17/2019,22,44.73317
4/17/2019,23,33.00079
4/17/2019,24,28.4913
4/18/2019,1,23.84805
4/18/2019,2,21.05721
4/18/2019,3,21.12537
4/18/2019,4,21.95403
4/18/2019,5,25.97129
4/18/2019,6,35.68253
4/18/2019,7,49.26515
4/18/2019,8,32.82924
4/18/2019,9,20.17615
4/18/2019,10,13.72607
4/18/2019,11,12.27736
4/18/2019,12,11.22239
4/18/2019,13,13.13801
4/18/2019,14,17.53923
4/18/2019,15,19.63759
4/18/2019,16,22.40314
4/18/2019,17,27.31361
4/18/2019,18,35.1948
4/18/2019,19,51.65934
4/18/2019,20,83.92851
4/18/2019,21,62.43805
4/18/2019,22,46.71407
4/18/2019,23,35.55786
4/18/2019,24,32.27709
4/19/2019,1,26.42933
4/19/2019,2,25.02623
4/19/2019,3,22.30107
4/19/2019,4,21.90461
4/19/2019,5,24.40629
4/19/2019,6,29.96658
4/19/2019,7,39.95956
4/19/2019,8,30.30695
4/19/2019,9,24.12534
4/19/2019,10,20.19186
4/19/2019,11,18.98155
4/19/2019,12,17.8548
4/19/2019,13,17.73558
4/19/2019,14,19.39879
4/19/2019,15,21.04797
4/19/2019,16,24.68297
4/19/2019,17,27.46108
4/19/2019,18,33.35093
4/19/2019,19,44.71739
4/19/2019,20,66.9411
4/19/2019,21,49.31269
4/19/2019,22,38.61826
4/19/2019,23,26.42591
4/19/2019,24,24.88584
4/20/2019,1,22.0037
4/20/2019,2,19.51509
4/20/2019,3,18.0666
4/20/2019,4,15.82153
4/20/2019,5,16.59847
4/20/2019,6,16.07511
4/20/2019,7,18.41491
4/20/2019,8,11.44636
4/20/2019,9,7.49709
4/20/2019,10,1.04886
4/20/2019,11,0.00062
4/20/2019,12,-0.01087
4/20/2019,13,-0.01085
4/20/2019,14,-0.01101
4/20/2019,15,-0.19459
4/20/2019,16,-0.0107
4/20/2019,17,-0.01052
4/20/2019,18,10.22455
4/20/2019,19,26.28501
4/20/2019,20,43.73117
4/20/2019,21,47.02092
4/20/2019,22,37.89734
4/20/2019,23,24.75489
4/20/2019,24,22.11591
4/21/2019,1,20.17475
4/21/2019,2,18.71253
4/21/2019,3,15.74279
4/21/2019,4,15.65624
4/21/2019,5,18.31613
4/21/2019,6,14.58973
4/21/2019,7,14.34164
4/21/2019,8,4.75176
4/21/2019,9,-0.01077
4/21/2019,10,-4.10924
4/21/2019,11,-6.48335
4/21/2019,12,-8.6571
4/21/2019,13,-10.36933
4/21/2019,14,-10.34443
4/21/2019,15,-10.89769
4/21/2019,16,-6.32454
4/21/2019,17,-0.10403
4/21/2019,18,1.25198
4/21/2019,19,18.32375
4/21/2019,20,36.40816
4/21/2019,21,41.54215
4/21/2019,22,30.76584
4/21/2019,23,22.29237
4/21/2019,24,19.88379
4/22/2019,1,13.55951
4/22/2019,2,12.56732
4/22/2019,3,11.32998
4/22/2019,4,11.43708
4/22/2019,5,14.87578
4/22/2019,6,19.88969
4/22/2019,7,36.54427
4/22/2019,8,20.90232
4/22/2019,9,14.05608
4/22/2019,10,11.43785
4/22/2019,11,11.62707
4/22/2019,12,9.48313
4/22/2019,13,7.48636
4/22/2019,14,6.96947
4/22/2019,15,8.2456
4/22/2019,16,11.75686
4/22/2019,17,11.7527
4/22/2019,18,22.36252
4/22/2019,19,35.63452
4/22/2019,20,59.67824
4/22/2019,21,55.05912
4/22/2019,22,44.75591
4/22/2019,23,27.30465
4/22/2019,24,24.02687
4/23/2019,1,21.29175
4/23/2019,2,19.25874
4/23/2019,3,17.41566
4/23/2019,4,16.07823
4/23/2019,5,20.57495
4/23/2019,6,31.1042
4/23/2019,7,36.18597
4/23/2019,8,25.18761
4/23/2019,9,19.65028
4/23/2019,10,13.23703
4/23/2019,11,12.45358
4/23/2019,12,12.70431
4/23/2019,13,15.3299
4/23/2019,14,16.7736
4/23/2019,15,19.80896
4/23/2019,16,22.03297
4/23/2019,17,21.11017
4/23/2019,18,26.51504
4/23/2019,19,41.54367
4/23/2019,20,74.64857
4/23/2019,21,57.55034
4/23/2019,22,42.34063
4/23/2019,23,28.44885
4/23/2019,24,26.35687
4/24/2019,1,22.47485
4/24/2019,2,20.08588
4/24/2019,3,19.8557
4/24/2019,4,19.91907
4/24/2019,5,22.09268
4/24/2019,6,32.41554
4/24/2019,7,36.80995
4/24/2019,8,27.33629
4/24/2019,9,20.89174
4/24/2019,10,16.07708
4/24/2019,11,18.21099
4/24/2019,12,21.20481
4/24/2019,13,21.39681
4/24/2019,14,23.58787
4/24/2019,15,22.75306
4/24/2019,16,25.67948
4/24/2019,17,25.04924
4/24/2019,18,27.75539
4/24/2019,19,41.50428
4/24/2019,20,74.35768
4/24/2019,21,57.05028
4/24/2019,22,43.9929
4/24/2019,23,28.19804
4/24/2019,24,25.05619
4/25/2019,1,26.9235
4/25/2019,2,21.22412
4/25/2019,3,20.06249
4/25/2019,4,19.75546
4/25/2019,5,23.03448
4/25/2019,6,32.3136
4/25/2019,7,37.43658
4/25/2019,8,30.78858
4/25/2019,9,24.56938
4/25/2019,10,19.22849
4/25/2019,11,22.81958
4/25/2019,12,23.08926
4/25/2019,13,22.93598
4/25/2019,14,26.69732
4/25/2019,15,27.63894
4/25/2019,16,25.36464
4/25/2019,17,26.51649
4/25/2019,18,30.2745
4/25/2019,19,49.377
4/25/2019,20,87.454
4/25/2019,21,62.66531
4/25/2019,22,46.77579
4/25/2019,23,29.7418
4/25/2019,24,26.91669
4/26/2019,1,25.78204
4/26/2019,2,23.10515
4/26/2019,3,20.54144
4/26/2019,4,20.89111
4/26/2019,5,23.35251
4/26/2019,6,35.58733
4/26/2019,7,44.92734
4/26/2019,8,32.64413
4/26/2019,9,20.22397
4/26/2019,10,16.27904
4/26/2019,11,16.17096
4/26/2019,12,15.16382
4/26/2019,13,16.38732
4/26/2019,14,19.78546
4/26/2019,15,19.70792
4/26/2019,16,20.40234
4/26/2019,17,20.51875
4/26/2019,18,27.1618
4/26/2019,19,42.99804
4/26/2019,20,82.13217
4/26/2019,21,64.8222
4/26/2019,22,41.09523
4/26/2019,23,27.42541
4/26/2019,24,25.3508
4/27/2019,1,22.47585
4/27/2019,2,19.8231
4/27/2019,3,17.10769
4/27/2019,4,14.42057
4/27/2019,5,18.39633
4/27/2019,6,22.31652
4/27/2019,7,21.3445
4/27/2019,8,14.06462
4/27/2019,9,2.78296
4/27/2019,10,-0.0107
4/27/2019,11,-0.01109
4/27/2019,12,-0.01106
4/27/2019,13,-0.01097
4/27/2019,14,-0.01093
4/27/2019,15,-0.01096
4/27/2019,16,0.96054
4/27/2019,17,3.55884
4/27/2019,18,13.86603
4/27/2019,19,26.78975
4/27/2019,20,49.92826
4/27/2019,21,50.53673
4/27/2019,22,34.09676
4/27/2019,23,23.90391
4/27/2019,24,21.06556
4/28/2019,1,19.84023
4/28/2019,2,17.71602
4/28/2019,3,13.67969
4/28/2019,4,15.28096
4/28/2019,5,17.24138
4/28/2019,6,21.45591
4/28/2019,7,18.23147
4/28/2019,8,5.28899
4/28/2019,9,0
4/28/2019,10,-1.12067
4/28/2019,11,-4.94137
4/28/2019,12,-5.26634
4/28/2019,13,-2.56349
4/28/2019,14,-1.08471
4/28/2019,15,-0.01084
4/28/2019,16,0.69944
4/28/2019,17,4.26095
4/28/2019,18,20.3796
4/28/2019,19,40.35136
4/28/2019,20,52.96943
4/28/2019,21,52.47239
4/28/2019,22,41.20322
4/28/2019,23,27.65846
4/28/2019,24,21.71579
4/29/2019,1,17.17133
4/29/2019,2,17.21525
4/29/2019,3,15.43962
4/29/2019,4,15.46224
4/29/2019,5,17.50728
4/29/2019,6,24.52925
4/29/2019,7,36.33198
4/29/2019,8,32.96361
4/29/2019,9,22.8699
4/29/2019,10,18.90309
4/29/2019,11,17.11366
4/29/2019,12,16.86355
4/29/2019,13,13.8129
4/29/2019,14,13.92552
4/29/2019,15,12.24928
4/29/2019,16,15.049
4/29/2019,17,13.05067
4/29/2019,18,18.68748
4/29/2019,19,28.57662
4/29/2019,20,50.30998
4/29/2019,21,48.60531
4/29/2019,22,38.21288
4/29/2019,23,25.00459
4/29/2019,24,20.01465
4/30/2019,1,23.99628
4/30/2019,2,22.81007
4/30/2019,3,19.81683
4/30/2019,4,20.02066
4/30/2019,5,24.5221
4/30/2019,6,38.71544
4/30/2019,7,37.77634
4/30/2019,8,29.45742
4/30/2019,9,18.89612
4/30/2019,10,14.0204
4/30/2019,11,11.4604
4/30/2019,12,5.94187
4/30/2019,13,2.81253
4/30/2019,14,3.26359
4/30/2019,15,0.99
4/30/2019,16,2.42616
4/30/2019,17,3.71602
4/30/2019,18,16.08372
4/30/2019,19,35.33271
4/30/2019,20,54.51838
4/30/2019,21,53.93826
4/30/2019,22,43.50604
4/30/2019,23,34.85848
4/30/2019,24,25.05177
5/1/2019,1,23.96846
5/1/2019,2,21.18747
5/1/2019,3,19.82791
5/1/2019,4,20.0549
5/1/2019,5,24.0592
5/1/2019,6,37.16221
5/1/2019,7,42.38199
5/1/2019,8,34.33772
5/1/2019,9,23.11051
5/1/2019,10,18.9733
5/1/2019,11,18.66273
5/1/2019,12,16.14403
5/1/2019,13,15.63658
5/1/2019,14,15.33457
5/1/2019,15,17.9532
5/1/2019,16,19.19774
5/1/2019,17,18.09971
5/1/2019,18,25.89275
5/1/2019,19,40.13971
5/1/2019,20,63.27459
5/1/2019,21,59.48483
5/1/2019,22,46.3384
5/1/2019,23,35.95082
5/1/2019,24,27.71528
5/2/2019,1,21.79069
5/2/2019,2,21.12477
5/2/2019,3,18.27215
5/2/2019,4,19.2659
5/2/2019,5,20.82375
5/2/2019,6,32.65317
5/2/2019,7,32.95064
5/2/2019,8,29.95028
5/2/2019,9,21.97725
5/2/2019,10,15.39473
5/2/2019,11,13.80223
5/2/2019,12,15.27975
5/2/2019,13,15.39218
5/2/2019,14,18.56034
5/2/2019,15,20.44382
5/2/2019,16,22.53406
5/2/2019,17,20.44986
5/2/2019,18,27.07636
5/2/2019,19,37.87692
5/2/2019,20,54.9186
5/2/2019,21,59.01992
5/2/2019,22,42.85185
5/2/2019,23,31.33493
5/2/2019,24,27.10783
5/3/2019,1,23.78578
5/3/2019,2,22.34576
5/3/2019,3,19.83905
5/3/2019,4,19.64657
5/3/2019,5,23.62936
5/3/2019,6,35.98627
5/3/2019,7,37.24913
5/3/2019,8,28.24626
5/3/2019,9,22.37428
5/3/2019,10,18.64052
5/3/2019,11,17.72137
5/3/2019,12,16.38492
5/3/2019,13,16.65723
5/3/2019,14,17.29841
5/3/2019,15,18.33538
5/3/2019,16,21.05109
5/3/2019,17,18.25746
5/3/2019,18,23.78102
5/3/2019,19,39.3866
5/3/2019,20,51.6552
5/3/2019,21,60.16599
5/3/2019,22,39.57487
5/3/2019,23,28.93307
5/3/2019,24,26.84303
5/4/2019,1,23.98268
5/4/2019,2,22.24135
5/4/2019,3,20.62793
5/4/2019,4,20.49302
5/4/2019,5,22.991
5/4/2019,6,31.41239
5/4/2019,7,22.15586
5/4/2019,8,13.34318
5/4/2019,9,3.10039
5/4/2019,10,1.05199
5/4/2019,11,0
5/4/2019,12,0
5/4/2019,13,0
5/4/2019,14,0
5/4/2019,15,-0.00977
5/4/2019,16,0.2
5/4/2019,17,0.5
5/4/2019,18,12.0747
5/4/2019,19,28.40236
5/4/2019,20,45.56681
5/4/2019,21,50.15906
5/4/2019,22,36.58259
5/4/2019,23,25.02126
5/4/2019,24,24.15377
5/5/2019,1,21.47461
5/5/2019,2,20.2726
5/5/2019,3,19.19584
5/5/2019,4,19.15136
5/5/2019,5,20.05401
5/5/2019,6,22.00394
5/5/2019,7,20.39917
5/5/2019,8,7.7319
5/5/2019,9,-0.01047
5/5/2019,10,-0.01074
5/5/2019,11,-1.50985
5/5/2019,12,-3.82516
5/5/2019,13,-5.19674
5/5/2019,14,-5.05739
5/5/2019,15,-3.09123
5/5/2019,16,-0.01067
5/5/2019,17,-0.01076
5/5/2019,18,5.78461
5/5/2019,19,26.70206
5/5/2019,20,46.33356
5/5/2019,21,50.67785
5/5/2019,22,41.60427
5/5/2019,23,28.70637
5/5/2019,24,23.16993
5/6/2019,1,23.01558
5/6/2019,2,21.66142
5/6/2019,3,18.37363
5/6/2019,4,18.6684
5/6/2019,5,22.14717
5/6/2019,6,34.74724
5/6/2019,7,39.1125
5/6/2019,8,33.68677
5/6/2019,9,21.77992
5/6/2019,10,20.71575
5/6/2019,11,17.83448
5/6/2019,12,15.89162
5/6/2019,13,15.01393
5/6/2019,14,16.30072
5/6/2019,15,16.53781
5/6/2019,16,21.40572
5/6/2019,17,17.69934
5/6/2019,18,24.84996
5/6/2019,19,40.18905
5/6/2019,20,49.9812
5/6/2019,21,50.47981
5/6/2019,22,45.75854
5/6/2019,23,29.58855
5/6/2019,24,23.64435
5/7/2019,1,23.54628
5/7/2019,2,21.97199
5/7/2019,3,20.3541
5/7/2019,4,20.37748
5/7/2019,5,25.21292
5/7/2019,6,37.68901
5/7/2019,7,40.36832
5/7/2019,8,33.22619
5/7/2019,9,23.93582
5/7/2019,10,23.04594
5/7/2019,11,14.13896
5/7/2019,12,10.3122
5/7/2019,13,9.71882
5/7/2019,14,7.89885
5/7/2019,15,9.2239
5/7/2019,16,11.38633
5/7/2019,17,9.87811
5/7/2019,18,18.27221
5/7/2019,19,35.02059
5/7/2019,20,50.89751
5/7/2019,21,54.48026
5/7/2019,22,42.65393
5/7/2019,23,31.17828
5/7/2019,24,26.59062
5/8/2019,1,20.87961
5/8/2019,2,19.44423
5/8/2019,3,17.79033
5/8/2019,4,17.47156
5/8/2019,5,21.8021
5/8/2019,6,34.97677
5/8/2019,7,36.32393
5/8/2019,8,30.73642
5/8/2019,9,22.73479
5/8/2019,10,22.00962
5/8/2019,11,17.87364
5/8/2019,12,17.51802
5/8/2019,13,17.04138
5/8/2019,14,17.44548
5/8/2019,15,17.70558
5/8/2019,16,16.36719
5/8/2019,17,17.72772
5/8/2019,18,22.16208
5/8/2019,19,36.7036
5/8/2019,20,54.02466
5/8/2019,21,59.33716
5/8/2019,22,45.10885
5/8/2019,23,33.00004
5/8/2019,24,27.77093
5/9/2019,1,21.54707
5/9/2019,2,19.70189
5/9/2019,3,19.68697
5/9/2019,4,20.04736
5/9/2019,5,25.0513
5/9/2019,6,30.68601
5/9/2019,7,38.27177
5/9/2019,8,35.40579
5/9/2019,9,26.59953
5/9/2019,10,25.02318
5/9/2019,11,22.98316
5/9/2019,12,21.41032
5/9/2019,13,22.20864
5/9/2019,14,18.68326
5/9/2019,15,22.44349
5/9/2019,16,24.68177
5/9/2019,17,20.75246
5/9/2019,18,28.48137
5/9/2019,19,40.80886
5/9/2019,20,55.10232
5/9/2019,21,55.74247
5/9/2019,22,45.34756
5/9/2019,23,30.66467
5/9/2019,24,28.90212
5/10/2019,1,26.35471
5/10/2019,2,23.14877
5/10/2019,3,23.38198
5/10/2019,4,23.06601
5/10/2019,5,26.33928
5/10/2019,6,31.09768
5/10/2019,7,38.40971
5/10/2019,8,35.99355
5/10/2019,9,39.52403
5/10/2019,10,33.84068
5/10/2019,11,29.96537
5/10/2019,12,32.06609
5/10/2019,13,29.7371
5/10/2019,14,31.14045
5/10/2019,15,32.06861
5/10/2019,16,32.31939
5/10/2019,17,27.21752
5/10/2019,18,35.45837
5/10/2019,19,45.91376
5/10/2019,20,56.85866
5/10/2019,21,53.80846
5/10/2019,22,45.02278
5/10/2019,23,35.41451
5/10/2019,24,32.54679
5/11/2019,1,29.35026
5/11/2019,2,27.13784
5/11/2019,3,26.16074
5/11/2019,4,26.62274
5/11/2019,5,30.01356
5/11/2019,6,29.2351
5/11/2019,7,27.00103
5/11/2019,8,23.1411
5/11/2019,9,19.94498
5/11/2019,10,16.55483
5/11/2019,11,11.56792
5/11/2019,12,9.44386
5/11/2019,13,7.83131
5/11/2019,14,11.20743
5/11/2019,15,14.44112
5/11/2019,16,17.8731
5/11/2019,17,17.06272
5/11/2019,18,26.68334
5/11/2019,19,36.07516
5/11/2019,20,47.36901
5/11/2019,21,48.38947
5/11/2019,22,38.76626
5/11/2019,23,31.37164
5/11/2019,24,26.39472
5/12/2019,1,21.49221
5/12/2019,2,21.66869
5/12/2019,3,18.7508
5/12/2019,4,14.31881
5/12/2019,5,17.65553
5/12/2019,6,19.27337
5/12/2019,7,15.14401
5/12/2019,8,6.63874
5/12/2019,9,0
5/12/2019,10,-0.01066
5/12/2019,11,-0.01093
5/12/2019,12,-0.01089
5/12/2019,13,-0.01093
5/12/2019,14,-0.01079
5/12/2019,15,-0.01082
5/12/2019,16,-0.00977
5/12/2019,17,0.00998
5/12/2019,18,13.21033
5/12/2019,19,28.9145
5/12/2019,20,154.53
5/12/2019,21,47.61233
5/12/2019,22,35.68409
5/12/2019,23,24.39525
5/12/2019,24,20.94408
5/13/2019,1,19.78233
5/13/2019,2,15.79579
5/13/2019,3,14.58568
5/13/2019,4,14.58736
5/13/2019,5,20.22998
5/13/2019,6,28.2939
5/13/2019,7,33.59732
5/13/2019,8,26.6626
5/13/2019,9,16.0553
5/13/2019,10,15.29976
5/13/2019,11,13.20366
5/13/2019,12,10.65221
5/13/2019,13,10.79593
5/13/2019,14,14.28913
5/13/2019,15,13.99541
