OPR_DT,OPR_HR,MW
7/3/2019,24,23.69945
7/4/2019,1,21.58486
7/4/2019,2,21.11303
7/4/2019,3,19.44362
7/4/2019,4,19.01419
7/4/2019,5,19.79278
7/4/2019,6,18.87747
7/4/2019,7,16.87784
7/4/2019,8,8.45719
7/4/2019,9,2.26867
7/4/2019,10,5.97517
7/4/2019,11,10.41232
7/4/2019,12,12.06414
7/4/2019,13,15.2147
7/4/2019,14,15.83348
7/4/2019,15,15.3111
7/4/2019,16,17.50481
7/4/2019,17,19.95299
7/4/2019,18,22.43078
7/4/2019,19,27.49528
7/4/2019,20,37.88322
7/4/2019,21,39.10866
7/4/2019,22,28.72
7/4/2019,23,23.61714
7/4/2019,24,24.32634
7/5/2019,1,23.22018
7/5/2019,2,22.50621
7/5/2019,3,21.64359
7/5/2019,4,21.78145
7/5/2019,5,22.5362
7/5/2019,6,25.86411
7/5/2019,7,25.56375
7/5/2019,8,20.15596
7/5/2019,9,15.6044
7/5/2019,10,17.83216
7/5/2019,11,20.11793
7/5/2019,12,22.09306
7/5/2019,13,22.78455
7/5/2019,14,25.00145
7/5/2019,15,26.48399
7/5/2019,16,27.20847
7/5/2019,17,26.02104
7/5/2019,18,27.52055
7/5/2019,19,34.72776
7/5/2019,20,45.09578
7/5/2019,21,40.50506
7/5/2019,22,35.38051
7/5/2019,23,25.91448
7/5/2019,24,24.32195
7/6/2019,1,24.23089
7/6/2019,2,22.20336
7/6/2019,3,22.26764
7/6/2019,4,22.17738
7/6/2019,5,21.31648
7/6/2019,6,22.25351
7/6/2019,7,17.88716
7/6/2019,8,10.98729
7/6/2019,9,7.00722
7/6/2019,10,8.88534
7/6/2019,11,10.99193
7/6/2019,12,14.75909
7/6/2019,13,19.11672
7/6/2019,14,20.63468
7/6/2019,15,23.26223
7/6/2019,16,22.97505
7/6/2019,17,22.9945
7/6/2019,18,24.51259
7/6/2019,19,28.97605
7/6/2019,20,41.18896
7/6/2019,21,36.9214
7/6/2019,22,30.47865
7/6/2019,23,26.24951
7/6/2019,24,22.75297
7/7/2019,1,20.73586
7/7/2019,2,20.28177
7/7/2019,3,19.72901
7/7/2019,4,19.17344
7/7/2019,5,18.75834
7/7/2019,6,20.04257
7/7/2019,7,14.2832
7/7/2019,8,8.65224
7/7/2019,9,3.46299
7/7/2019,10,4.21451
7/7/2019,11,3.36843
7/7/2019,12,4.4257
7/7/2019,13,5.68411
7/7/2019,14,7.33985
7/7/2019,15,9.11111
7/7/2019,16,11.74318
7/7/2019,17,12.42531
7/7/2019,18,19.24895
7/7/2019,19,25.58853
7/7/2019,20,37.00046
7/7/2019,21,36.79812
7/7/2019,22,31.58436
7/7/2019,23,24.02024
7/7/2019,24,22.83211
7/8/2019,1,21.89316
7/8/2019,2,21.2125
7/8/2019,3,20.96034
7/8/2019,4,19.02276
7/8/2019,5,22.34128
7/8/2019,6,26.78641
7/8/2019,7,26.83344
7/8/2019,8,21.46246
7/8/2019,9,14.91846
7/8/2019,10,14.88665
7/8/2019,11,18.28139
7/8/2019,12,16.93727
7/8/2019,13,18.48041
7/8/2019,14,18.79812
7/8/2019,15,19.46316
7/8/2019,16,19.51745
7/8/2019,17,19.19007
7/8/2019,18,22.18535
7/8/2019,19,29.0628
7/8/2019,20,41.60743
7/8/2019,21,39.70391
7/8/2019,22,33.17735
7/8/2019,23,26.04415
7/8/2019,24,23.02626
7/9/2019,1,26.69651
7/9/2019,2,23.45076
7/9/2019,3,22.17574
7/9/2019,4,21.90214
7/9/2019,5,25.60312
7/9/2019,6,30.28736
7/9/2019,7,27.91134
7/9/2019,8,23.55175
7/9/2019,9,18.75859
7/9/2019,10,18.26297
7/9/2019,11,20.68337
7/9/2019,12,20.26592
7/9/2019,13,27.75649
7/9/2019,14,26.52166
7/9/2019,15,27.06491
7/9/2019,16,29.36308
7/9/2019,17,30.82527
7/9/2019,18,33.80338
7/9/2019,19,42.07459
7/9/2019,20,54.6497
7/9/2019,21,43.80739
7/9/2019,22,38.3527
7/9/2019,23,33.97491
7/9/2019,24,27.48648
7/10/2019,1,25.92218
7/10/2019,2,26.76642
7/10/2019,3,26.2981
7/10/2019,4,25.42173
7/10/2019,5,28.09436
7/10/2019,6,32.22459
7/10/2019,7,31.65089
7/10/2019,8,25.09355
7/10/2019,9,20.32402
7/10/2019,10,24.41411
7/10/2019,11,24.13126
7/10/2019,12,25.03219
7/10/2019,13,29.94876
7/10/2019,14,31.70204
7/10/2019,15,31.96631
7/10/2019,16,33.18791
7/10/2019,17,31.57734
7/10/2019,18,34.01058
7/10/2019,19,42.3495
7/10/2019,20,58.29245
7/10/2019,21,43.76004
7/10/2019,22,37.77555
7/10/2019,23,30.63673
7/10/2019,24,27.94336
7/11/2019,1,31.93808
7/11/2019,2,31.09475
7/11/2019,3,28.77237
7/11/2019,4,28.6918
7/11/2019,5,29.55862
7/11/2019,6,34.65518
7/11/2019,7,33.90424
7/11/2019,8,28.99556
7/11/2019,9,25.08847
7/11/2019,10,23.43766
7/11/2019,11,25.19789
7/11/2019,12,27.395
7/11/2019,13,33.89444
7/11/2019,14,33.37351
7/11/2019,15,36.41808
7/11/2019,16,39.37733
7/11/2019,17,39.34323
7/11/2019,18,42.06519
7/11/2019,19,53.53444
7/11/2019,20,70.9307
7/11/2019,21,50.77557
7/11/2019,22,40.95523
7/11/2019,23,33.83344
7/11/2019,24,31.48295
7/12/2019,1,30.54577
7/12/2019,2,28.97755
7/12/2019,3,26.55232
7/12/2019,4,26.16835
7/12/2019,5,28.01186
7/12/2019,6,32.60995
7/12/2019,7,36.6567
7/12/2019,8,30.0097
7/12/2019,9,27.61682
7/12/2019,10,26.56629
7/12/2019,11,27.6795
7/12/2019,12,33.18636
7/12/2019,13,56.68033
7/12/2019,14,37.39055
7/12/2019,15,39.34787
7/12/2019,16,40.97116
7/12/2019,17,45.62651
7/12/2019,18,48.56757
7/12/2019,19,60.51705
7/12/2019,20,86.84928
7/12/2019,21,54.57986
7/12/2019,22,44.54827
7/12/2019,23,37.55215
7/12/2019,24,34.13243
7/13/2019,1,30.55632
7/13/2019,2,29.25844
7/13/2019,3,27.86863
7/13/2019,4,26.36631
7/13/2019,5,27.84523
7/13/2019,6,30.24941
7/13/2019,7,28.32688
7/13/2019,8,20.56555
7/13/2019,9,16.42662
7/13/2019,10,18.69963
7/13/2019,11,24.10829
7/13/2019,12,28.16714
7/13/2019,13,31.49471
7/13/2019,14,32.12545
7/13/2019,15,33.84425
7/13/2019,16,38.37791
7/13/2019,17,38.72888
7/13/2019,18,41.72895
7/13/2019,19,53.23366
7/13/2019,20,85.26675
7/13/2019,21,55.43754
7/13/2019,22,42.64388
7/13/2019,23,35.2996
7/13/2019,24,32.09023
7/14/2019,1,31.29946
7/14/2019,2,29.83061
7/14/2019,3,29.82608
7/14/2019,4,29.41766
7/14/2019,5,29.58148
7/14/2019,6,29.6601
7/14/2019,7,28.72333
7/14/2019,8,20.46608
7/14/2019,9,14.2174
7/14/2019,10,15.76948
7/14/2019,11,22.46936
7/14/2019,12,26.62499
7/14/2019,13,30.34376
7/14/2019,14,31.03647
7/14/2019,15,31.93783
7/14/2019,16,34.68504
7/14/2019,17,35.59797
7/14/2019,18,39.22973
7/14/2019,19,46.75915
7/14/2019,20,68.77082
7/14/2019,21,51.72327
7/14/2019,22,41.8775
7/14/2019,23,34.86133
7/14/2019,24,31.25508
7/15/2019,1,29.80981
7/15/2019,2,29.92197
7/15/2019,3,28.34902
7/15/2019,4,27.89337
7/15/2019,5,29.96417
7/15/2019,6,31.81004
7/15/2019,7,32.57565
7/15/2019,8,28.80471
7/15/2019,9,25.40943
7/15/2019,10,25.32447
7/15/2019,11,28.23503
7/15/2019,12,29.93257
7/15/2019,13,33.14587
7/15/2019,14,35.5919
7/15/2019,15,34.75054
7/15/2019,16,37.40573
7/15/2019,17,40.25343
7/15/2019,18,45.56378
7/15/2019,19,56.91145
7/15/2019,20,76.97224
7/15/2019,21,52.59102
7/15/2019,22,42.57118
7/15/2019,23,34.29997
7/15/2019,24,31.83835
7/16/2019,1,29.31177
7/16/2019,2,29.07037
7/16/2019,3,28.77482
7/16/2019,4,27.66824
7/16/2019,5,28.47957
7/16/2019,6,30.1659
7/16/2019,7,29.02
7/16/2019,8,27.89222
7/16/2019,9,27.10136
7/16/2019,10,28.34454
7/16/2019,11,29.48024
7/16/2019,12,32.60401
7/16/2019,13,32.78834
7/16/2019,14,34.825
7/16/2019,15,32.51234
7/16/2019,16,34.35363
7/16/2019,17,37.31539
7/16/2019,18,40.56729
7/16/2019,19,51.1447
7/16/2019,20,74.68526
7/16/2019,21,50.26344
7/16/2019,22,41.1229
7/16/2019,23,33.35631
7/16/2019,24,31.1894
7/17/2019,1,27.90421
7/17/2019,2,26.44079
7/17/2019,3,24.68754
7/17/2019,4,24.19663
7/17/2019,5,27.20928
7/17/2019,6,30.45063
7/17/2019,7,30.80594
7/17/2019,8,28.0911
7/17/2019,9,20.2342
7/17/2019,10,22.68335
7/17/2019,11,31.8702
7/17/2019,12,26.53988
7/17/2019,13,28.01509
7/17/2019,14,29.82481
7/17/2019,15,30.87386
7/17/2019,16,33.82267
7/17/2019,17,36.61758
7/17/2019,18,38.49235
7/17/2019,19,47.02273
7/17/2019,20,69.85812
7/17/2019,21,49.84905
7/17/2019,22,41.05022
7/17/2019,23,32.57319
7/17/2019,24,28.56281
7/18/2019,1,30.42144
7/18/2019,2,28.06746
7/18/2019,3,28.00853
7/18/2019,4,26.8784
7/18/2019,5,27.96114
7/18/2019,6,32.61389
7/18/2019,7,30.99022
7/18/2019,8,27.21901
7/18/2019,9,22.62946
7/18/2019,10,22.62766
7/18/2019,11,23.38597
7/18/2019,12,23.62921
7/18/2019,13,26.57592
7/18/2019,14,30.60539
7/18/2019,15,29.22257
7/18/2019,16,31.26701
7/18/2019,17,32.64533
7/18/2019,18,35.22008
7/18/2019,19,40.94595
7/18/2019,20,61.59732
7/18/2019,21,45.5078
7/18/2019,22,36.56589
7/18/2019,23,31.2045
7/18/2019,24,28.87508
7/19/2019,1,32.28792
7/19/2019,2,29.42282
7/19/2019,3,29.23977
7/19/2019,4,27.22818
7/19/2019,5,29.32071
7/19/2019,6,32.29208
7/19/2019,7,33.40803
7/19/2019,8,27.9826
7/19/2019,9,21.81761
7/19/2019,10,21.6878
7/19/2019,11,22.9405
7/19/2019,12,23.97565
7/19/2019,13,29.16357
7/19/2019,14,30.30134
7/19/2019,15,30.78619
7/19/2019,16,30.65032
7/19/2019,17,32.20515
7/19/2019,18,36.07854
7/19/2019,19,40.476
7/19/2019,20,55.94818
7/19/2019,21,43.9873
7/19/2019,22,39.21035
7/19/2019,23,33.60297
7/19/2019,24,29.522
7/20/2019,1,29.53502
7/20/2019,2,28.3957
7/20/2019,3,27.6602
7/20/2019,4,25.49818
7/20/2019,5,25.19035
7/20/2019,6,26.45039
7/20/2019,7,25.22637
7/20/2019,8,18.77384
7/20/2019,9,14.10596
7/20/2019,10,13.77677
7/20/2019,11,14.99231
7/20/2019,12,18.13887
7/20/2019,13,22.29503
7/20/2019,14,24.58976
7/20/2019,15,26.29798
7/20/2019,16,29.48427
7/20/2019,17,29.95047
7/20/2019,18,32.10757
7/20/2019,19,38.34246
7/20/2019,20,49.25864
7/20/2019,21,42.94506
7/20/2019,22,36.95894
7/20/2019,23,31.75302
7/20/2019,24,30.3301
7/21/2019,1,29.3189
7/21/2019,2,29.47
7/21/2019,3,28.8718
7/21/2019,4,27.68889
7/21/2019,5,27.32158
7/21/2019,6,28.69631
7/21/2019,7,26.36392
7/21/2019,8,21.27402
7/21/2019,9,14.51154
7/21/2019,10,13.14361
7/21/2019,11,16.35706
7/21/2019,12,21.21061
7/21/2019,13,26.05473
7/21/2019,14,27.83013
7/21/2019,15,30.41638
7/21/2019,16,33.1295
7/21/2019,17,34.48779
7/21/2019,18,40.6407
7/21/2019,19,45.62897
7/21/2019,20,55.17992
7/21/2019,21,50.55239
7/21/2019,22,42.51614
7/21/2019,23,34.46898
7/21/2019,24,29.67554
7/22/2019,1,30.38034
7/22/2019,2,27.76841
7/22/2019,3,26.14833
7/22/2019,4,25.55569
7/22/2019,5,26.84713
7/22/2019,6,30.43189
7/22/2019,7,31.48093
7/22/2019,8,28.00833
7/22/2019,9,26.49424
7/22/2019,10,28.66349
7/22/2019,11,29.99089
7/22/2019,12,32.7512
7/22/2019,13,34.36356
7/22/2019,14,38.15164
7/22/2019,15,39.55323
7/22/2019,16,41.48381
7/22/2019,17,46.01472
7/22/2019,18,49.88293
7/22/2019,19,62.63147
7/22/2019,20,93.50514
7/22/2019,21,57.11313
7/22/2019,22,44.94932
7/22/2019,23,37.45012
7/22/2019,24,34.57738
7/23/2019,1,35.9501
7/23/2019,2,29.97085
7/23/2019,3,28.22209
7/23/2019,4,27.64276
7/23/2019,5,28.09149
7/23/2019,6,34.15055
7/23/2019,7,39.07652
7/23/2019,8,34.76121
7/23/2019,9,30.2665
7/23/2019,10,34.9532
7/23/2019,11,37.27508
7/23/2019,12,39.37803
7/23/2019,13,44.6828
7/23/2019,14,46.44908
7/23/2019,15,49.05568
7/23/2019,16,118.89355
7/23/2019,17,55.61194
7/23/2019,18,65.3929
7/23/2019,19,92.96773
7/23/2019,20,140.00633
7/23/2019,21,72.40158
7/23/2019,22,54.62438
7/23/2019,23,42.04538
7/23/2019,24,38.21145
7/24/2019,1,33.72698
7/24/2019,2,33.67906
7/24/2019,3,28.28004
7/24/2019,4,27.76155
7/24/2019,5,28.76955
7/24/2019,6,32.07302
7/24/2019,7,35.21829
7/24/2019,8,31.75606
7/24/2019,9,28.88844
7/24/2019,10,30.76002
7/24/2019,11,34.15035
7/24/2019,12,36.37493
7/24/2019,13,41.80401
7/24/2019,14,47.12244
7/24/2019,15,51.48635
7/24/2019,16,76.0169
7/24/2019,17,80.86169
7/24/2019,18,67.06917
7/24/2019,19,103.0045
7/24/2019,20,147.61015
7/24/2019,21,74.72872
7/24/2019,22,55.87053
7/24/2019,23,43.04895
7/24/2019,24,40.28432
7/25/2019,1,35.34946
7/25/2019,2,33.15851
7/25/2019,3,29.7477
7/25/2019,4,28.38198
7/25/2019,5,28.95876
7/25/2019,6,31.36046
7/25/2019,7,34.09594
7/25/2019,8,32.11203
7/25/2019,9,30.00068
7/25/2019,10,33.57574
7/25/2019,11,36.34239
7/25/2019,12,38.22562
7/25/2019,13,38.67563
7/25/2019,14,46.0821
7/25/2019,15,48.66585
7/25/2019,16,76.30032
7/25/2019,17,55.32666
7/25/2019,18,65.25767
7/25/2019,19,79.37767
7/25/2019,20,115.23801
7/25/2019,21,67.74016
7/25/2019,22,52.23656
7/25/2019,23,42.1248
7/25/2019,24,38.91179
7/26/2019,1,33.19071
7/26/2019,2,30.85195
7/26/2019,3,27.89064
7/26/2019,4,27.26258
7/26/2019,5,28.0266
7/26/2019,6,31.77512
7/26/2019,7,31.29116
7/26/2019,8,31.12505
7/26/2019,9,28.92111
7/26/2019,10,30.35888
7/26/2019,11,32.19288
7/26/2019,12,33.9019
7/26/2019,13,39.70329
7/26/2019,14,42.19491
7/26/2019,15,43.53211
7/26/2019,16,77.51277
7/26/2019,17,44.51702
7/26/2019,18,51.57888
7/26/2019,19,60.15029
7/26/2019,20,85.41213
7/26/2019,21,58.33107
7/26/2019,22,45.93856
7/26/2019,23,41.11852
7/26/2019,24,37.62172
7/27/2019,1,34.06607
7/27/2019,2,31.71019
7/27/2019,3,29.45497
7/27/2019,4,28.68029
7/27/2019,5,28.99679
7/27/2019,6,31.0493
7/27/2019,7,28.32976
7/27/2019,8,24.54968
7/27/2019,9,20.0339
7/27/2019,10,22.93981
7/27/2019,11,26.86028
7/27/2019,12,28.93666
7/27/2019,13,32.61077
7/27/2019,14,34.53335
7/27/2019,15,36.99915
7/27/2019,16,38.36738
7/27/2019,17,41.97149
7/27/2019,18,45.57327
7/27/2019,19,53.62031
7/27/2019,20,76.45286
7/27/2019,21,55.91592
7/27/2019,22,42.84111
7/27/2019,23,38.14329
7/27/2019,24,32.9553
7/28/2019,1,34.23962
7/28/2019,2,33.05045
7/28/2019,3,31.2727
7/28/2019,4,29.7041
7/28/2019,5,29.68044
7/28/2019,6,30.13067
7/28/2019,7,26.86574
7/28/2019,8,21.02124
7/28/2019,9,15.93434
7/28/2019,10,20.89826
7/28/2019,11,27.04326
7/28/2019,12,30.36097
7/28/2019,13,32.32484
7/28/2019,14,36.30856
7/28/2019,15,38.61935
7/28/2019,16,38.77406
7/28/2019,17,42.1988
7/28/2019,18,45.01489
7/28/2019,19,53.4107
7/28/2019,20,69.92838
7/28/2019,21,54.06023
7/28/2019,22,41.41376
7/28/2019,23,37.64806
7/28/2019,24,33.77754
7/29/2019,1,30.37273
7/29/2019,2,27.5686
7/29/2019,3,26.85096
7/29/2019,4,25.19152
7/29/2019,5,27.09357
7/29/2019,6,29.95454
7/29/2019,7,32.18214
7/29/2019,8,26.79106
7/29/2019,9,26.20459
7/29/2019,10,27.1795
7/29/2019,11,29.83796
7/29/2019,12,29.89637
7/29/2019,13,31.53929
7/29/2019,14,34.06999
7/29/2019,15,35.32557
7/29/2019,16,37.0546
7/29/2019,17,35.74231
7/29/2019,18,38.50036
7/29/2019,19,49.93697
7/29/2019,20,69.58187
7/29/2019,21,51.05171
7/29/2019,22,39.80804
7/29/2019,23,36.01851
7/29/2019,24,32.99737
7/30/2019,1,30.43901
7/30/2019,2,28.15328
7/30/2019,3,26.86655
7/30/2019,4,25.93668
7/30/2019,5,26.12977
7/30/2019,6,30.48964
7/30/2019,7,32.50286
7/30/2019,8,29.05557
7/30/2019,9,27.6772
7/30/2019,10,28.58999
7/30/2019,11,30.03273
7/30/2019,12,30.13114
7/30/2019,13,44.92737
7/30/2019,14,46.90811
7/30/2019,15,40.27636
7/30/2019,16,56.44102
7/30/2019,17,55.99323
7/30/2019,18,44.66579
7/30/2019,19,51.9758
7/30/2019,20,68.66308
7/30/2019,21,53.22126
7/30/2019,22,41.34525
7/30/2019,23,36.55615
7/30/2019,24,33.97501
7/31/2019,1,31.27675
7/31/2019,2,28.44978
7/31/2019,3,26.83834
7/31/2019,4,26.45766
7/31/2019,5,27.09264
7/31/2019,6,30.22577
7/31/2019,7,34.76728
7/31/2019,8,29.87549
7/31/2019,9,28.00208
7/31/2019,10,27.8438
7/31/2019,11,28.94109
7/31/2019,12,29.68826
7/31/2019,13,30.62822
7/31/2019,14,31.84667
7/31/2019,15,34.84932
7/31/2019,16,38.61344
7/31/2019,17,40.08375
7/31/2019,18,44.02656
7/31/2019,19,53.00764
7/31/2019,20,74.77939
7/31/2019,21,55.22443
7/31/2019,22,42.98268
7/31/2019,23,35.63851
7/31/2019,24,32.85996
8/1/2019,1,28.64011
8/1/2019,2,28.36862
8/1/2019,3,27.62366
8/1/2019,4,27.15975
8/1/2019,5,27.92179
8/1/2019,6,31.37741
8/1/2019,7,33.31108
8/1/2019,8,29.43802
8/1/2019,9,26.80587
8/1/2019,10,26.22314
8/1/2019,11,27.13741
8/1/2019,12,27.06823
8/1/2019,13,28.80507
8/1/2019,14,29.7886
8/1/2019,15,30.87189
8/1/2019,16,31.83746
8/1/2019,17,34.14675
8/1/2019,18,39.05272
8/1/2019,19,47.1052
8/1/2019,20,63.36525
8/1/2019,21,46.32184
8/1/2019,22,38.61952
8/1/2019,23,33.29223
8/1/2019,24,30.1034
8/2/2019,1,29.52243
8/2/2019,2,27.51813
8/2/2019,3,27.17688
8/2/2019,4,25.41652
8/2/2019,5,26.87048
8/2/2019,6,29.69287
8/2/2019,7,32.7711
8/2/2019,8,29.76674
8/2/2019,9,25.9375
8/2/2019,10,25.99544
8/2/2019,11,28.33407
8/2/2019,12,30.0432
8/2/2019,13,30.79413
8/2/2019,14,33.69418
8/2/2019,15,38.17741
8/2/2019,16,38.13881
8/2/2019,17,43.12443
8/2/2019,18,44.34521
8/2/2019,19,50.47571
8/2/2019,20,67.61936
8/2/2019,21,51.86898
8/2/2019,22,42.75316
8/2/2019,23,34.01568
8/2/2019,24,33.4456
8/3/2019,1,30.01588
8/3/2019,2,27.982
8/3/2019,3,26.56414
8/3/2019,4,26.4054
8/3/2019,5,26.6993
8/3/2019,6,27.30598
8/3/2019,7,28.26358
8/3/2019,8,25.98602
8/3/2019,9,21.45097
8/3/2019,10,22.44556
8/3/2019,11,25.03134
8/3/2019,12,27.27654
8/3/2019,13,28.06358
8/3/2019,14,30.22918
8/3/2019,15,36.19052
8/3/2019,16,38.39301
8/3/2019,17,39.75503
8/3/2019,18,43.5157
8/3/2019,19,52.79215
8/3/2019,20,64.03292
8/3/2019,21,46.31081
8/3/2019,22,41.95035
8/3/2019,23,33.50377
8/3/2019,24,31.27206
8/4/2019,1,31.68496
8/4/2019,2,30.37659
8/4/2019,3,28.85408
8/4/2019,4,28.26031
8/4/2019,5,27.58116
8/4/2019,6,27.84764
8/4/2019,7,28.00365
8/4/2019,8,23.6663
8/4/2019,9,17.36993
8/4/2019,10,17.74875
8/4/2019,11,22.57236
8/4/2019,12,26.37394
8/4/2019,13,28.3553
8/4/2019,14,32.08302
8/4/2019,15,33.39658
8/4/2019,16,37.053
8/4/2019,17,39.44686
8/4/2019,18,42.93637
8/4/2019,19,52.07606
8/4/2019,20,72.69538
8/4/2019,21,51.02256
8/4/2019,22,41.05801
8/4/2019,23,36.13729
8/4/2019,24,31.95221
8/5/2019,1,31.30914
8/5/2019,2,28.83935
8/5/2019,3,27.88134
8/5/2019,4,27.49359
8/5/2019,5,27.99546
8/5/2019,6,32.00453
8/5/2019,7,37.63653
8/5/2019,8,33.62572
8/5/2019,9,30.69692
8/5/2019,10,29.33181
8/5/2019,11,30.64805
8/5/2019,12,32.17627
8/5/2019,13,35.0381
8/5/2019,14,37.97564
8/5/2019,15,38.16954
8/5/2019,16,43.28591
8/5/2019,17,49.60763
8/5/2019,18,51.3089
8/5/2019,19,75.64348
8/5/2019,20,101.67523
8/5/2019,21,61.47267
8/5/2019,22,46.27184
8/5/2019,23,38.06487
8/5/2019,24,34.36055
8/6/2019,1,30.25755
8/6/2019,2,28.09772
8/6/2019,3,27.51312
8/6/2019,4,26.86848
8/6/2019,5,27.28754
8/6/2019,6,28.45991
8/6/2019,7,31.35926
8/6/2019,8,29.62229
8/6/2019,9,28.03933
8/6/2019,10,28.51584
8/6/2019,11,30.07062
8/6/2019,12,31.79438
8/6/2019,13,34.96468
8/6/2019,14,38.45478
8/6/2019,15,39.54718
8/6/2019,16,38.17578
8/6/2019,17,47.6849
8/6/2019,18,51.86378
8/6/2019,19,67.60769
8/6/2019,20,83.12166
8/6/2019,21,52.05618
8/6/2019,22,42.94956
8/6/2019,23,36.12518
8/6/2019,24,32.26186
8/7/2019,1,33.01452
8/7/2019,2,30.83464
8/7/2019,3,28.69545
8/7/2019,4,27.86846
8/7/2019,5,28.32865
8/7/2019,6,31.74686
8/7/2019,7,31.91551
8/7/2019,8,30.02046
8/7/2019,9,27.59177
8/7/2019,10,27.76129
8/7/2019,11,28.72893
8/7/2019,12,28.80681
8/7/2019,13,30.151
8/7/2019,14,32.23966
8/7/2019,15,34.47463
8/7/2019,16,36.99728
8/7/2019,17,36.88549
8/7/2019,18,39.82915
8/7/2019,19,49.81668
8/7/2019,20,67.28043
8/7/2019,21,45.40596
8/7/2019,22,34.66442
8/7/2019,23,33.57833
8/7/2019,24,30.65912
8/8/2019,1,29.22247
8/8/2019,2,27.99347
8/8/2019,3,26.02817
8/8/2019,4,25.90417
8/8/2019,5,27.18791
8/8/2019,6,29.09692
8/8/2019,7,31.89607
8/8/2019,8,28.07327
8/8/2019,9,23.63676
8/8/2019,10,23.50731
8/8/2019,11,25.10096
8/8/2019,12,26.75587
8/8/2019,13,28.59572
8/8/2019,14,28.32341
8/8/2019,15,29.59317
8/8/2019,16,33.01993
8/8/2019,17,34.34831
8/8/2019,18,36.56009
8/8/2019,19,42.39045
8/8/2019,20,54.41719
8/8/2019,21,43.89266
8/8/2019,22,36.24856
8/8/2019,23,30.63511
8/8/2019,24,28.52511
8/9/2019,1,28.77426
8/9/2019,2,26.70647
8/9/2019,3,25.36766
8/9/2019,4,25.2512
8/9/2019,5,26.35995
8/9/2019,6,30.3071
8/9/2019,7,32.37755
8/9/2019,8,27.85435
8/9/2019,9,22.75891
8/9/2019,10,21.76471
8/9/2019,11,22.5222
8/9/2019,12,25.36416
8/9/2019,13,27.79741
8/9/2019,14,27.78661
8/9/2019,15,28.84517
8/9/2019,16,30.71628
8/9/2019,17,33.34724
8/9/2019,18,35.16545
8/9/2019,19,42.36798
8/9/2019,20,49.67922
8/9/2019,21,42.20563
8/9/2019,22,36.53385
8/9/2019,23,31.8021
8/9/2019,24,27.89132
8/10/2019,1,26.98022
8/10/2019,2,26.72974
8/10/2019,3,26.93941
8/10/2019,4,26.6783
8/10/2019,5,26.91596
8/10/2019,6,28.27481
8/10/2019,7,27.32517
8/10/2019,8,21.90824
8/10/2019,9,10.59625
8/10/2019,10,10.38964
8/10/2019,11,10.31219
8/10/2019,12,12.64805
8/10/2019,13,15.55241
8/10/2019,14,18.86579
8/10/2019,15,21.8841
8/10/2019,16,24.11581
8/10/2019,17,26.52771
8/10/2019,18,27.45144
8/10/2019,19,35.39927
8/10/2019,20,43.63366
8/10/2019,21,39.68646
8/10/2019,22,32.45922
8/10/2019,23,29.7594
8/10/2019,24,27.01905
8/11/2019,1,27.40894
8/11/2019,2,27.39856
8/11/2019,3,26.00009
8/11/2019,4,25.04605
8/11/2019,5,25.15986
8/11/2019,6,25.90715
8/11/2019,7,25.29327
8/11/2019,8,19.60094
8/11/2019,9,8.83506
8/11/2019,10,7.83924
8/11/2019,11,10.29412
8/11/2019,12,13.09427
8/11/2019,13,16.09415
8/11/2019,14,21.10005
8/11/2019,15,23.92637
8/11/2019,16,25.10348
8/11/2019,17,27.92363
8/11/2019,18,30.62074
8/11/2019,19,37.1303
8/11/2019,20,45.70771
8/11/2019,21,41.37595
8/11/2019,22,32.47774
8/11/2019,23,30.25233
8/11/2019,24,28.49426
8/12/2019,1,26.1729
8/12/2019,2,26.0899
8/12/2019,3,25.76151
8/12/2019,4,25.1039
8/12/2019,5,26.09302
8/12/2019,6,28.16643
8/12/2019,7,32.10109
8/12/2019,8,27.69688
8/12/2019,9,21.58732
8/12/2019,10,22.23379
8/12/2019,11,25.87463
8/12/2019,12,27.06526
8/12/2019,13,27.24601
8/12/2019,14,28.11636
8/12/2019,15,29.6634
8/12/2019,16,33.19695
8/12/2019,17,36.02012
8/12/2019,18,39.67426
8/12/2019,19,49.85066
8/12/2019,20,62.25389
8/12/2019,21,45.23441
8/12/2019,22,37.77017
8/12/2019,23,32.21479
8/12/2019,24,29.06139
8/13/2019,1,28.30328
8/13/2019,2,27.42433
8/13/2019,3,27.26632
8/13/2019,4,27.40151
8/13/2019,5,27.83443
8/13/2019,6,30.27047
8/13/2019,7,33.81769
8/13/2019,8,28.91526
8/13/2019,9,23.6967
8/13/2019,10,23.09269
8/13/2019,11,25.03806
8/13/2019,12,28.43198
8/13/2019,13,31.21495
8/13/2019,14,37.22191
8/13/2019,15,34.28753
8/13/2019,16,45.94923
8/13/2019,17,49.02699
8/13/2019,18,45.52092
8/13/2019,19,60.20377
8/13/2019,20,72.73625
8/13/2019,21,49.7654
8/13/2019,22,40.25029
8/13/2019,23,35.616
8/13/2019,24,32.70568
8/14/2019,1,30.59836
8/14/2019,2,28.5097
8/14/2019,3,27.47498
8/14/2019,4,27.31047
8/14/2019,5,27.60073
8/14/2019,6,30.74253
8/14/2019,7,32.39834
8/14/2019,8,29.69367
8/14/2019,9,23.65517
8/14/2019,10,24.38526
8/14/2019,11,28.5669
8/14/2019,12,30.56861
8/14/2019,13,47.90235
8/14/2019,14,50.01712
