INTERVALSTARTTIME_GMT,OPR_DT,OPR_HR,MW
2020-01-26T13:00:00-00:00,1/26/2020,6,28.25602
2020-01-26T14:00:00-00:00,1/26/2020,7,28.44
2020-01-26T15:00:00-00:00,1/26/2020,8,27.45928
2020-01-26T16:00:00-00:00,1/26/2020,9,20.28797
2020-01-26T17:00:00-00:00,1/26/2020,10,15.75616
2020-01-26T18:00:00-00:00,1/26/2020,11,13.15
2020-01-26T19:00:00-00:00,1/26/2020,12,7.89832
2020-01-26T20:00:00-00:00,1/26/2020,13,10
2020-01-26T21:00:00-00:00,1/26/2020,14,8.70037
2020-01-26T22:00:00-00:00,1/26/2020,15,9.6799
2020-01-26T23:00:00-00:00,1/26/2020,16,17.24233
2020-01-27T00:00:00-00:00,1/26/2020,17,28.49738
2020-01-27T01:00:00-00:00,1/26/2020,18,36.60116
2020-01-27T02:00:00-00:00,1/26/2020,19,35.67803
2020-01-27T03:00:00-00:00,1/26/2020,20,34.96107
2020-01-27T04:00:00-00:00,1/26/2020,21,32.05652
2020-01-27T05:00:00-00:00,1/26/2020,22,29.86425
2020-01-27T06:00:00-00:00,1/26/2020,23,27.91652
2020-01-27T07:00:00-00:00,1/26/2020,24,23.14962
2020-01-27T08:00:00-00:00,1/27/2020,1,20.21798
2020-01-27T09:00:00-00:00,1/27/2020,2,19.65719
2020-01-27T10:00:00-00:00,1/27/2020,3,19.65719
2020-01-27T11:00:00-00:00,1/27/2020,4,21.33192
2020-01-27T12:00:00-00:00,1/27/2020,5,22.68909
2020-01-27T13:00:00-00:00,1/27/2020,6,28.50445
2020-01-27T14:00:00-00:00,1/27/2020,7,40.04477
2020-01-27T15:00:00-00:00,1/27/2020,8,39.37582
2020-01-27T16:00:00-00:00,1/27/2020,9,28.68402
2020-01-27T17:00:00-00:00,1/27/2020,10,21.9662
2020-01-27T18:00:00-00:00,1/27/2020,11,21.46089
2020-01-27T19:00:00-00:00,1/27/2020,12,18.05071
2020-01-27T20:00:00-00:00,1/27/2020,13,18.89796
2020-01-27T21:00:00-00:00,1/27/2020,14,17.0332
2020-01-27T22:00:00-00:00,1/27/2020,15,19.10373
2020-01-27T23:00:00-00:00,1/27/2020,16,26.93105
2020-01-28T00:00:00-00:00,1/27/2020,17,32.94745
2020-01-28T01:00:00-00:00,1/27/2020,18,47.27046
2020-01-28T02:00:00-00:00,1/27/2020,19,44.95565
2020-01-28T03:00:00-00:00,1/27/2020,20,37.6791
2020-01-28T04:00:00-00:00,1/27/2020,21,34.53074
2020-01-28T05:00:00-00:00,1/27/2020,22,32.18667
2020-01-28T06:00:00-00:00,1/27/2020,23,29.81802
2020-01-28T07:00:00-00:00,1/27/2020,24,27.93127
2020-01-28T08:00:00-00:00,1/28/2020,1,23.56361
2020-01-28T09:00:00-00:00,1/28/2020,2,23.00085
2020-01-28T10:00:00-00:00,1/28/2020,3,21.5797
2020-01-28T11:00:00-00:00,1/28/2020,4,22.54049
2020-01-28T12:00:00-00:00,1/28/2020,5,23.30526
2020-01-28T13:00:00-00:00,1/28/2020,6,31.54286
2020-01-28T14:00:00-00:00,1/28/2020,7,42.91127
2020-01-28T15:00:00-00:00,1/28/2020,8,37.42974
2020-01-28T16:00:00-00:00,1/28/2020,9,30.40845
2020-01-28T17:00:00-00:00,1/28/2020,10,27.9547
2020-01-28T18:00:00-00:00,1/28/2020,11,26.01521
2020-01-28T19:00:00-00:00,1/28/2020,12,23.87289
2020-01-28T20:00:00-00:00,1/28/2020,13,20.1651
2020-01-28T21:00:00-00:00,1/28/2020,14,19.68695
2020-01-28T22:00:00-00:00,1/28/2020,15,20.24053
2020-01-28T23:00:00-00:00,1/28/2020,16,24.55498
2020-01-29T00:00:00-00:00,1/28/2020,17,30.63798
2020-01-29T01:00:00-00:00,1/28/2020,18,39.43314
2020-01-29T02:00:00-00:00,1/28/2020,19,38.72571
2020-01-29T03:00:00-00:00,1/28/2020,20,37.32595
2020-01-29T04:00:00-00:00,1/28/2020,21,35.54467
2020-01-29T05:00:00-00:00,1/28/2020,22,32.05204
2020-01-29T06:00:00-00:00,1/28/2020,23,28.23137
2020-01-29T07:00:00-00:00,1/28/2020,24,23.60378
2020-01-29T08:00:00-00:00,1/29/2020,1,20.0361
2020-01-29T09:00:00-00:00,1/29/2020,2,19.92056
2020-01-29T10:00:00-00:00,1/29/2020,3,19.51901
2020-01-29T11:00:00-00:00,1/29/2020,4,20.06011
2020-01-29T12:00:00-00:00,1/29/2020,5,21.41961
2020-01-29T13:00:00-00:00,1/29/2020,6,29.78276
2020-01-29T14:00:00-00:00,1/29/2020,7,41.48632
2020-01-29T15:00:00-00:00,1/29/2020,8,37.12107
2020-01-29T16:00:00-00:00,1/29/2020,9,29.89207
2020-01-29T17:00:00-00:00,1/29/2020,10,26.00464
2020-01-29T18:00:00-00:00,1/29/2020,11,21.36811
2020-01-29T19:00:00-00:00,1/29/2020,12,20.75218
2020-01-29T20:00:00-00:00,1/29/2020,13,17.59468
2020-01-29T21:00:00-00:00,1/29/2020,14,15.66453
2020-01-29T22:00:00-00:00,1/29/2020,15,17.95237
2020-01-29T23:00:00-00:00,1/29/2020,16,25.238
2020-01-30T00:00:00-00:00,1/29/2020,17,32.79664
2020-01-30T01:00:00-00:00,1/29/2020,18,42.88414
2020-01-30T02:00:00-00:00,1/29/2020,19,42.58828
2020-01-30T03:00:00-00:00,1/29/2020,20,42.06845
2020-01-30T04:00:00-00:00,1/29/2020,21,37.93005
2020-01-30T05:00:00-00:00,1/29/2020,22,32.43398
2020-01-30T06:00:00-00:00,1/29/2020,23,30.19092
2020-01-30T07:00:00-00:00,1/29/2020,24,25.7314
2020-01-30T08:00:00-00:00,1/30/2020,1,26.3647
2020-01-30T09:00:00-00:00,1/30/2020,2,25.28148
2020-01-30T10:00:00-00:00,1/30/2020,3,24.8188
2020-01-30T11:00:00-00:00,1/30/2020,4,25.07202
2020-01-30T12:00:00-00:00,1/30/2020,5,28.04389
2020-01-30T13:00:00-00:00,1/30/2020,6,32.64423
2020-01-30T14:00:00-00:00,1/30/2020,7,43.80748
2020-01-30T15:00:00-00:00,1/30/2020,8,40.99334
2020-01-30T16:00:00-00:00,1/30/2020,9,31.05993
2020-01-30T17:00:00-00:00,1/30/2020,10,26.82931
2020-01-30T18:00:00-00:00,1/30/2020,11,25.8405
2020-01-30T19:00:00-00:00,1/30/2020,12,23.86308
2020-01-30T20:00:00-00:00,1/30/2020,13,20.98152
2020-01-30T21:00:00-00:00,1/30/2020,14,20.0438
2020-01-30T22:00:00-00:00,1/30/2020,15,22.34066
2020-01-30T23:00:00-00:00,1/30/2020,16,26.79446
2020-01-31T00:00:00-00:00,1/30/2020,17,33.90398
2020-01-31T01:00:00-00:00,1/30/2020,18,44.60906
2020-01-31T02:00:00-00:00,1/30/2020,19,44.52199
2020-01-31T03:00:00-00:00,1/30/2020,20,40.49867
2020-01-31T04:00:00-00:00,1/30/2020,21,35.14467
2020-01-31T05:00:00-00:00,1/30/2020,22,33.02534
2020-01-31T06:00:00-00:00,1/30/2020,23,29.64785
2020-01-31T07:00:00-00:00,1/30/2020,24,28.08069
2020-01-31T08:00:00-00:00,1/31/2020,1,27.35024
2020-01-31T09:00:00-00:00,1/31/2020,2,25.33512
2020-01-31T10:00:00-00:00,1/31/2020,3,24.90418
2020-01-31T11:00:00-00:00,1/31/2020,4,24.54263
2020-01-31T12:00:00-00:00,1/31/2020,5,25.45011
2020-01-31T13:00:00-00:00,1/31/2020,6,30.62791
2020-01-31T14:00:00-00:00,1/31/2020,7,39.81976
2020-01-31T15:00:00-00:00,1/31/2020,8,38.45784
2020-01-31T16:00:00-00:00,1/31/2020,9,30.25055
2020-01-31T17:00:00-00:00,1/31/2020,10,24.81485
2020-01-31T18:00:00-00:00,1/31/2020,11,22.13867
2020-01-31T19:00:00-00:00,1/31/2020,12,21.58921
2020-01-31T20:00:00-00:00,1/31/2020,13,16.96594
2020-01-31T21:00:00-00:00,1/31/2020,14,16.5605
2020-01-31T22:00:00-00:00,1/31/2020,15,18.97866
2020-01-31T23:00:00-00:00,1/31/2020,16,26.01092
2020-02-01T00:00:00-00:00,1/31/2020,17,32.65865
2020-02-01T01:00:00-00:00,1/31/2020,18,41.94389
2020-02-01T02:00:00-00:00,1/31/2020,19,41.9721
2020-02-01T03:00:00-00:00,1/31/2020,20,39.53532
2020-02-01T04:00:00-00:00,1/31/2020,21,34.93143
2020-02-01T05:00:00-00:00,1/31/2020,22,33.27701
2020-02-01T06:00:00-00:00,1/31/2020,23,28.60187
2020-02-01T07:00:00-00:00,1/31/2020,24,27.46723
